Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,4864.899902,4888.700195,4862.299805,4876.299805,4876.299805,0
2010-01-05,4887.299805,4930.700195,4887.299805,4924.299805,4924.299805,0
2010-01-06,4927.700195,4938.500000,4915.299805,4921.399902,4921.399902,0
2010-01-07,4922.799805,4938.100098,4898.899902,4899.399902,4899.399902,0
2010-01-08,4900.299805,4937.899902,4900.299805,4912.100098,4912.100098,0
2010-01-11,4921.899902,4955.100098,4921.700195,4950.700195,4950.700195,0
2010-01-12,4938.600098,4940.000000,4893.100098,4899.500000,4899.500000,0
2010-01-13,4886.299805,4887.000000,4852.899902,4868.100098,4868.100098,0
2010-01-14,4876.000000,4920.500000,4875.100098,4898.000000,4898.000000,0
2010-01-15,4896.500000,4905.399902,4857.799805,4899.600098,4899.600098,0
2010-01-18,4890.600098,4917.100098,4865.600098,4911.100098,4911.100098,0
2010-01-19,4914.899902,4930.000000,4861.200195,4861.200195,4861.200195,0
2010-01-20,4874.700195,4905.799805,4865.600098,4868.200195,4868.200195,0
2010-01-21,4854.200195,4854.899902,4822.200195,4827.200195,4827.200195,0
2010-01-22,4793.899902,4793.899902,4716.000000,4750.600098,4750.600098,0
2010-01-25,4725.700195,4726.600098,4679.899902,4717.899902,4717.899902,0
2010-01-27,4705.899902,4707.399902,4628.600098,4644.600098,4644.600098,0
2010-01-28,4653.299805,4676.100098,4642.600098,4673.299805,4673.299805,0
2010-01-29,4656.600098,4656.700195,4566.700195,4569.600098,4569.600098,0
2010-02-01,4569.899902,4588.500000,4524.100098,4524.100098,4524.100098,0
2010-02-02,4550.500000,4605.399902,4548.700195,4605.299805,4605.299805,0
2010-02-03,4631.000000,4656.899902,4619.000000,4647.899902,4647.899902,0
2010-02-04,4638.399902,4640.000000,4598.299805,4621.600098,4621.600098,0
2010-02-05,4581.500000,4584.399902,4488.399902,4514.100098,4514.100098,0
2010-02-08,4521.700195,4551.000000,4515.600098,4521.399902,4521.399902,0
2010-02-09,4513.299805,4513.399902,4464.899902,4505.100098,4505.100098,0
2010-02-10,4534.000000,4570.700195,4498.899902,4513.399902,4513.399902,0
2010-02-11,4512.100098,4565.299805,4510.899902,4554.299805,4554.299805,0
2010-02-12,4566.100098,4593.299805,4545.000000,4562.100098,4562.100098,0
2010-02-15,4558.500000,4568.700195,4537.899902,4545.500000,4545.500000,0
2010-02-16,4550.399902,4598.200195,4550.399902,4567.799805,4567.799805,0
2010-02-17,4586.200195,4672.899902,4585.399902,4667.899902,4667.899902,0
2010-02-18,4672.700195,4673.100098,4633.399902,4654.899902,4654.899902,0
2010-02-19,4662.500000,4672.200195,4609.600098,4635.100098,4635.100098,0
2010-02-22,4654.700195,4717.500000,4654.700195,4717.500000,4717.500000,0
2010-02-23,4705.600098,4718.299805,4688.200195,4718.299805,4718.299805,0
2010-02-24,4702.399902,4702.399902,4641.000000,4648.500000,4648.500000,0
2010-02-25,4656.399902,4689.899902,4589.899902,4594.100098,4594.100098,0
2010-02-26,4607.200195,4637.700195,4593.299805,4637.700195,4637.700195,0
2010-03-01,4633.100098,4686.500000,4633.100098,4686.500000,4686.500000,0
2010-03-02,4694.399902,4716.200195,4683.500000,4701.899902,4701.899902,0
2010-03-03,4708.799805,4745.700195,4706.299805,4735.700195,4735.700195,0
2010-03-04,4743.200195,4750.700195,4724.799805,4750.500000,4750.500000,0
2010-03-05,4753.399902,4780.399902,4750.200195,4767.200195,4767.200195,0
2010-03-08,4787.799805,4828.500000,4787.799805,4807.899902,4807.899902,0
2010-03-09,4806.100098,4828.100098,4791.100098,4820.100098,4820.100098,0
2010-03-10,4818.600098,4837.600098,4804.299805,4820.000000,4820.000000,0
2010-03-11,4821.399902,4840.100098,4805.399902,4814.200195,4814.200195,0
2010-03-12,4814.299805,4835.899902,4812.200195,4818.100098,4818.100098,0
2010-03-15,4820.600098,4836.000000,4784.100098,4784.100098,4784.100098,0
2010-03-16,4785.600098,4806.399902,4781.100098,4797.200195,4797.200195,0
2010-03-17,4806.000000,4853.200195,4806.000000,4853.200195,4853.200195,0
2010-03-18,4860.600098,4874.399902,4846.799805,4863.100098,4863.100098,0
2010-03-19,4862.600098,4875.799805,4854.600098,4872.200195,4872.200195,0
2010-03-22,4857.200195,4857.500000,4826.899902,4830.200195,4830.200195,0
2010-03-23,4839.600098,4882.399902,4839.200195,4874.799805,4874.799805,0
2010-03-24,4885.399902,4911.100098,4885.399902,4891.500000,4891.500000,0
2010-03-25,4883.000000,4890.799805,4871.899902,4885.399902,4885.399902,0
